date,store,dept,sales,store_id,item_category
2021-12-22,2,2,212,1,Food
2021-12-23,1,3,117,9,Electronics
2021-12-24,2,4,228,9,Electronics
2021-12-25,1,1,125,9,Clothing
2021-12-26,2,2,594,2,Food
2021-12-27,1,3,390,4,Food
2021-12-28,2,4,769,2,Clothing
2021-12-29,1,1,483,1,Clothing
2021-12-30,2,2,103,4,Clothing
2021-12-31,1,3,125,2,Food
2022-01-01,2,4,903,6,Clothing
2022-01-02,1,1,101,7,Clothing
2022-01-03,2,2,866,5,Food
2022-01-04,1,3,975,6,Clothing
2022-01-05,2,4,417,7,Clothing
2022-01-06,1,1,951,4,Food
2022-01-07,2,2,985,6,Clothing
2022-01-08,1,3,948,6,Clothing
2022-01-09,2,4,261,3,Food
2022-01-10,1,1,151,3,Food
2022-01-11,2,2,789,5,Food
2022-01-12,1,3,846,7,Food
2022-01-13,2,4,373,9,Clothing
2022-01-14,1,1,716,7,Clothing
2022-01-15,2,2,110,1,Food
2022-01-16,1,3,510,8,Food
2022-01-17,2,4,290,5,Clothing
2022-01-18,1,1,450,3,Electronics
2022-01-19,2,2,804,7,Food
2022-01-20,1,3,693,1,Food
2022-01-21,2,4,951,3,Clothing
2022-01-22,1,1,609,8,Clothing
2022-01-23,2,2,555,2,Electronics
2022-01-24,1,3,764,9,Clothing
2022-01-25,2,4,604,4,Food
2022-01-26,1,1,505,3,Clothing
2022-01-27,2,2,842,5,Food
2022-01-28,1,3,449,9,Food
2022-01-29,2,4,940,1,Electronics
2022-01-30,1,1,244,7,Food
2022-01-31,2,2,199,4,Electronics
2022-02-01,1,3,566,4,Clothing
2022-02-02,2,4,263,3,Food
2022-02-03,1,1,245,8,Electronics
2022-02-04,2,2,738,1,Food
2022-02-05,1,3,372,6,Electronics
2022-02-06,2,4,994,5,Food
2022-02-07,1,1,646,1,Food
2022-02-08,2,2,205,3,Food
2022-02-09,1,3,870,6,Clothing
2022-02-10,2,4,686,6,Electronics
2022-02-11,1,1,348,3,Clothing
2022-02-12,2,2,337,5,Food
2022-02-13,1,3,585,7,Electronics
2022-02-14,2,4,466,5,Clothing
2022-02-15,1,1,170,3,Electronics
2022-02-16,2,2,556,2,Clothing
2022-02-17,1,3,817,2,Food
2022-02-18,2,4,125,9,Food
2022-02-19,1,1,893,4,Electronics
2022-02-20,2,2,759,6,Food
2022-02-21,1,3,827,3,Clothing
2022-02-22,2,4,681,5,Food
2022-02-23,1,1,443,1,Clothing
2022-02-24,2,2,473,9,Food
2022-02-25,1,3,500,8,Clothing
2022-02-26,2,4,816,2,Clothing
2022-02-27,1,1,271,6,Electronics
2022-02-28,2,2,207,7,Clothing
2022-03-01,1,3,590,2,Electronics
2022-03-02,2,4,602,4,Clothing
2022-03-03,1,1,445,1,Clothing
2022-03-04,2,2,907,4,Electronics
2022-03-05,1,3,571,3,Electronics
2022-03-06,2,4,759,9,Electronics
2022-03-07,1,1,771,4,Electronics
2022-03-08,2,2,783,3,Clothing
2022-03-09,1,3,701,2,Food
2022-03-10,2,4,111,1,Clothing
2022-03-11,1,1,900,3,Electronics
2022-03-12,2,2,410,8,Food
2022-03-13,1,3,707,6,Electronics
2022-03-14,2,4,730,6,Food
2022-03-15,1,1,782,3,Clothing
2022-03-16,2,2,940,9,Food
2022-03-17,1,3,209,9,Food
2022-03-18,2,4,359,5,Clothing
2022-03-19,1,1,925,6,Electronics
2022-03-20,2,2,746,2,Electronics
2022-03-21,1,3,790,1,Food
2022-03-22,2,4,660,6,Clothing
2022-03-23,1,1,786,5,Food
2022-03-24,2,2,977,4,Clothing
2022-03-25,1,3,925,2,Food
2022-03-26,2,4,703,4,Electronics
2022-03-27,1,1,417,7,Electronics
2022-03-28,2,2,753,3,Electronics
2022-03-29,1,3,732,3,Food
2022-03-30,2,4,743,9,Electronics
2022-03-31,1,1,862,5,Food
2022-04-01,2,2,624,2,Clothing
2022-04-02,1,3,302,3,Electronics
2022-04-03,2,4,553,4,Clothing
2022-04-04,1,1,675,4,Electronics
2022-04-05,2,2,677,3,Electronics
2022-04-06,1,3,963,7,Clothing
2022-04-07,2,4,682,4,Food
2022-04-08,1,1,465,3,Clothing
2022-04-09,2,2,269,7,Electronics
2022-04-10,1,3,815,2,Food
2022-04-11,2,4,116,7,Electronics
2022-04-12,1,1,699,8,Food
2022-04-13,2,2,838,7,Clothing
2022-04-14,1,3,587,8,Food
2022-04-15,2,4,977,4,Electronics
2022-04-16,1,1,602,8,Food
2022-04-17,2,2,985,1,Clothing
2022-04-18,1,3,444,6,Clothing
2022-04-19,2,4,499,4,Clothing
2022-04-20,1,1,617,2,Electronics
2022-04-21,2,2,930,6,Electronics
2022-04-22,1,3,725,2,Electronics
2022-04-23,2,4,926,5,Clothing
2022-04-24,1,1,312,9,Clothing
2022-04-25,2,2,971,6,Food
2022-04-26,1,3,548,2,Electronics
2022-04-27,2,4,802,5,Food
2022-04-28,1,1,528,6,Food
2022-04-29,2,2,454,1,Food
2022-04-30,1,3,637,1,Electronics
2022-05-01,2,4,613,1,Clothing
2022-05-02,1,1,443,9,Food
2022-05-03,2,2,939,1,Electronics
2022-05-04,1,3,742,8,Clothing
2022-05-05,2,4,989,3,Electronics
2022-05-06,1,1,223,8,Clothing
2022-05-07,2,2,652,5,Food
2022-05-08,1,3,617,9,Electronics
2022-05-09,2,4,578,5,Electronics
2022-05-10,1,1,288,6,Electronics
2022-05-11,2,2,468,7,Clothing
2022-05-12,1,3,255,3,Electronics
2022-05-13,2,4,493,8,Food
2022-05-14,1,1,453,2,Clothing
2022-05-15,2,2,615,5,Clothing
2022-05-16,1,3,349,5,Electronics
2022-05-17,2,4,150,7,Food
2022-05-18,1,1,874,6,Food
2022-05-19,2,2,790,9,Clothing
2022-05-20,1,3,248,7,Clothing
2022-05-21,2,4,283,5,Food
2022-05-22,1,1,794,3,Clothing
2022-05-23,2,2,396,8,Electronics
2022-05-24,1,3,560,1,Clothing
2022-05-25,2,4,969,4,Electronics
2022-05-26,1,1,667,4,Food
2022-05-27,2,2,319,9,Clothing
2022-05-28,1,3,266,1,Electronics
2022-05-29,2,4,745,4,Clothing
2022-05-30,1,1,210,4,Food
2022-05-31,2,2,349,5,Clothing
2022-06-01,1,3,106,7,Electronics
2022-06-02,2,4,720,4,Clothing
2022-06-03,1,1,800,4,Clothing
2022-06-04,2,2,527,8,Food
2022-06-05,1,3,183,6,Food
2022-06-06,2,4,699,1,Clothing
2022-06-07,1,1,927,9,Clothing
2022-06-08,2,2,808,2,Electronics
2022-06-09,1,3,890,7,Electronics
2022-06-10,2,4,624,4,Electronics
2022-06-11,1,1,878,1,Clothing
2022-06-12,2,2,718,7,Clothing
2022-06-13,1,3,195,4,Electronics
2022-06-14,2,4,794,2,Clothing
2022-06-15,1,1,938,2,Clothing
2022-06-16,2,2,460,5,Clothing
2022-06-17,1,3,325,1,Food
2022-06-18,2,4,456,1,Electronics
2022-06-19,1,1,616,5,Food
2022-06-20,2,2,481,1,Clothing
2022-06-21,1,3,754,2,Clothing
2022-06-22,2,4,732,7,Food
2022-06-23,1,1,592,1,Electronics
2022-06-24,2,2,563,2,Food
2022-06-25,1,3,624,8,Clothing
2022-06-26,2,4,941,3,Food
2022-06-27,1,1,904,4,Clothing
2022-06-28,2,2,991,9,Electronics
2022-06-29,1,3,412,3,Clothing
2022-06-30,2,4,477,7,Food
2022-07-01,1,1,707,2,Electronics
2022-07-02,2,2,582,9,Electronics
2022-07-03,1,3,196,8,Electronics
2022-07-04,2,4,683,5,Electronics
2022-07-05,1,1,801,8,Food
2022-07-06,2,2,784,2,Food
2022-07-07,1,3,524,5,Electronics
2022-07-08,2,4,662,9,Clothing
2022-07-09,1,1,745,5,Food
2022-07-10,2,2,782,3,Food
2022-07-11,1,3,621,2,Food
2022-07-12,2,4,498,5,Food
2022-07-13,1,1,628,1,Electronics
2022-07-14,2,2,628,3,Food
2022-07-15,1,3,953,3,Clothing
2022-07-16,2,4,529,8,Clothing
2022-07-17,1,1,958,1,Electronics
2022-07-18,2,2,717,9,Clothing
2022-07-19,1,3,845,9,Food
2022-07-20,2,4,880,6,Food
2022-07-21,1,1,178,1,Food
2022-07-22,2,2,569,2,Food
2022-07-23,1,3,577,5,Electronics
2022-07-24,2,4,520,6,Food
2022-07-25,1,1,845,7,Food
2022-07-26,2,2,886,6,Clothing
2022-07-27,1,3,180,3,Clothing
2022-07-28,2,4,865,2,Clothing
2022-07-29,1,1,943,5,Electronics
2022-07-30,2,2,335,7,Electronics
2022-07-31,1,3,150,3,Clothing
2022-08-01,2,4,200,8,Electronics
2022-08-02,1,1,522,8,Electronics
2022-08-03,2,2,179,5,Food
2022-08-04,1,3,483,5,Electronics
2022-08-05,2,4,311,7,Electronics
2022-08-06,1,1,592,3,Clothing
2022-08-07,2,2,799,2,Clothing
2022-08-08,1,3,681,7,Electronics
2022-08-09,2,4,629,8,Electronics
2022-08-10,1,1,373,4,Food
2022-08-11,2,2,626,4,Clothing
2022-08-12,1,3,948,8,Clothing
2022-08-13,2,4,971,6,Electronics
2022-08-14,1,1,109,8,Food
2022-08-15,2,2,211,5,Food
2022-08-16,1,3,567,1,Electronics
2022-08-17,2,4,385,6,Food
2022-08-18,1,1,260,4,Electronics
2022-08-19,2,2,787,3,Electronics
2022-08-20,1,3,327,2,Electronics
2022-08-21,2,4,478,5,Clothing
2022-08-22,1,1,792,1,Clothing
2022-08-23,2,2,100,3,Food
2022-08-24,1,3,745,7,Food
2022-08-25,2,4,864,5,Clothing
2022-08-26,1,1,383,7,Electronics
2022-08-27,2,2,170,1,Clothing
2022-08-28,1,3,651,6,Food
2022-08-29,2,4,735,6,Electronics
2022-08-30,1,1,743,9,Electronics
2022-08-31,2,2,320,2,Food
2022-09-01,1,3,769,4,Clothing
2022-09-02,2,4,927,9,Electronics
2022-09-03,1,1,185,8,Electronics
2022-09-04,2,2,565,8,Electronics
2022-09-05,1,3,632,2,Clothing
2022-09-06,2,4,911,4,Food
2022-09-07,1,1,743,8,Clothing
2022-09-08,2,2,357,4,Clothing
2022-09-09,1,3,591,3,Food
2022-09-10,2,4,425,4,Electronics
2022-09-11,1,1,557,7,Electronics
2022-09-12,2,2,234,8,Electronics
2022-09-13,1,3,184,1,Electronics
2022-09-14,2,4,663,6,Food
2022-09-15,1,1,512,3,Electronics
2022-09-16,2,2,194,2,Electronics
2022-09-17,1,3,356,1,Electronics
2022-09-18,2,4,731,5,Clothing
2022-09-19,1,1,540,6,Clothing
2022-09-20,2,2,820,8,Food
2022-09-21,1,3,743,5,Electronics
2022-09-22,2,4,796,8,Electronics
2022-09-23,1,1,866,9,Clothing
2022-09-24,2,2,987,9,Food
2022-09-25,1,3,198,9,Electronics
2022-09-26,2,4,136,3,Electronics
