date,store,dept,sales,store_id
2022-07-20,2,4,330,8
2022-07-21,1,1,750,6
2022-07-22,2,2,715,9
2022-07-23,1,3,456,1
2022-07-24,2,4,512,9
2022-07-25,1,1,262,4
2022-07-26,2,2,555,1
2022-07-27,1,3,465,1
2022-07-28,2,4,828,5
2022-07-29,1,1,902,2
2022-07-30,2,2,506,4
2022-07-31,1,3,867,2
2022-08-01,2,4,677,5
2022-08-02,1,1,870,6
2022-08-03,2,2,526,8
2022-08-04,1,3,272,2
2022-08-05,2,4,635,1
2022-08-06,1,1,752,1
2022-08-07,2,2,521,6
2022-08-08,1,3,305,9
2022-08-09,2,4,300,5
2022-08-10,1,1,106,7
2022-08-11,2,2,480,1
2022-08-12,1,3,889,8
2022-08-13,2,4,406,6
2022-08-14,1,1,464,8
2022-08-15,2,2,459,5
2022-08-16,1,3,998,4
2022-08-17,2,4,355,3
2022-08-18,1,1,603,5
2022-08-19,2,2,670,4
2022-08-20,1,3,399,4
2022-08-21,2,4,769,8
2022-08-22,1,1,867,6
2022-08-23,2,2,139,6
2022-08-24,1,3,265,9
2022-08-25,2,4,312,9
2022-08-26,1,1,180,8
2022-08-27,2,2,388,5
2022-08-28,1,3,699,4
2022-08-29,2,4,658,8
2022-08-30,1,1,899,8
2022-08-31,2,2,490,6
2022-09-01,1,3,719,9
2022-09-02,2,4,298,1
2022-09-03,1,1,377,6
2022-09-04,2,2,327,1
2022-09-05,1,3,378,4
2022-09-06,2,4,563,7
2022-09-07,1,1,473,4
2022-09-08,2,2,950,3
2022-09-09,1,3,406,3
2022-09-10,2,4,385,4
2022-09-11,1,1,502,5
2022-09-12,2,2,787,8
2022-09-13,1,3,795,9
2022-09-14,2,4,524,1
2022-09-15,1,1,627,5
2022-09-16,2,2,214,9
2022-09-17,1,3,775,5
2022-09-18,2,4,478,7
2022-09-19,1,1,359,5
2022-09-20,2,2,926,5
2022-09-21,1,3,719,8
2022-09-22,2,4,261,3
2022-09-23,1,1,285,6
2022-09-24,2,2,820,1
2022-09-25,1,3,670,2
2022-09-26,2,4,102,5
